ID,QID,Wikipedia link,Listed Name,Standardized Name,Description,Category,Category Description,Manufacturer,Manufacturer URL,Supplier Name,Item page URL,Link to image,Cost,Life Span (years),Notes
ME991,,,LC5 Launching Cups,LC5 Launching Cups,The LC5 Launching Cups are designed for the 5200 series grenades.  The cups can be attached to virtually any 12ga shotgun and the munition launched with our model 2600 launching cartridge. These can be fired from most 12ga smooth bore shotguns.  ,Category 12,Projected disabling crowd control devices and accessories,Combined Systems ,https://www.combinedsystems.com/,Combined Systems ,"https://www.combinedsystems.com/product/lc5-and-lc6-launching-cups/#:~:text=The%20LC5%20Launching%20Cups%20are,most%2012ga%20smooth%20bore%20shotguns.&text=The%20LC5%20Launching%20Cups%20are%20designed%20for%20the%205200%20series%20grenades.,-The%20cups%20can",https://www.combinedsystems.com/wp-content/uploads/2019/07/LC5-LC6-LC8-LC9.jpg,275,5,
ME1001,,,1985 AM General Corporation 5-Ton Dump Truck,1985 AM General Corporation 5-Ton Dump Truck,The AM General 5-Ton Vehicle is a military piece of construction equipment. It is outfitted with a dump bed and is all wheel drive. The vehicle is not equipped with any weapons or weapon mounts nor is it intended to be deployed during any enforcement activity,Category 3,Tank-like vehicles,AM General,https://www.amgeneral.com/,AM General,,https://www.oshkoshequipment.com/common/assets/images/products/D-300-85-01.jpg,,10,
ME1011,,,NIJ Level IV Armored Caterpillar (CAT) Multi-Terrain Loader (The ROOK),The Rook,"The ROOK armored tractor is a heavy-duty industrial bobcat track operated tractor designed to transport personnel in or out of a tactical scene, as well as facilitate the movement of heavy items in or around a tactical scene, clear the area in and around a tactical scene, conduct the removal of fortifications, have the ability to introduce chemical agents into a structure, to conduct personnel or citizen movements, or aid in SED tactical actions via the armored platform attachment, to include civilian and officer rescue.",Category 4,Armored Vehicles,The Rook,https://therook.ringpower.com/,The Rook,https://therook.ringpower.com/attachments,https://s.mkswft.com/RmlsZTo2YjJkNjUzYS00M2Y2LTRjMzEtYmY3MC00YzhmYzFkZTRkNDE=/ROOK_Armored_Deployment_Platform_Tactical_Vehicle_v2.jpg,,10,
ME1021,,,Mobile Booking/Mobile Command Vehicle,2008 Wabash 53’ Trailer,,Category 5,Command Post vehicles (surveillance),Wabash National ,https://onewabash.com/,,,https://orion.soarr.com/photos/7641137/800x/2008-wabash.1.jpg,,,
ME1031,,,NOMAD Tactical Communications Vehicle (TCV),2017 Ford 450 XLT,"The NOMAD TCV is a mobile communications vehicle that is deployed and operated by a team of “Tactical Dispatchers” assigned to a Command Post environment. The onboard equipment is utilized by Sheriff’s Dispatchers
allowing them to perform their duties in the field with direct contact to Command Staff.",Category 5,Command Post vehicles (surveillance),Ford,www.ford.com,,,https://img2.carmax.com/assets/22831849/hero.jpg?width=800,,,
ME1041,,,Long Range Acoustic Device (LRAD) 100X,,"LRAD systems ensure law enforcement’s warning commands, and instructions are clearly heard and understood, beyond the capabilities of a patrol vehicle public address system
",Category 13,Diversionary crowd control devices and accessories ,Genasys,https://genasys.com/lrad-solutions/law-enforcement/,Genasys,https://genasys.com/lrad-products/,https://genasys.com/wp-content/uploads/LRAD_100X_front.png,,10,
ME1051,,,American Tech LRAD 1000X,,"The LRAD 1000X provides powerful broadcasts
that achieve maximum sound projection and
penetration beyond 3,000 meters. The extended frequency range of the LRAD X ensures voice commands will be clearly understood",Category 13,Diversionary crowd control devices and accessories ,Genasys,https://genasys.com/lrad-solutions/maritime-safety/,Genasys,https://genasys.com/lrad-solutions/maritime-safety/,https://genasys.com/wp-content/uploads/LRAD-1000Xi-FrontBack.png,,,
ME1061,,,Mine Detector -Hand Held Metal Detector,,To be used during EOD responses to hazardous devices and to locate evidence during investigations of explosions.  ,Category 15,Other ,,,,,https://cdn11.bigcommerce.com/s-dbe3e/images/stencil/1280x1280/products/1148/12068/ceia-eod-metal-detector__54104.1639940139.jpg?c=2,,,
ME1071,,,2002 Freightliner Coach,2002 Freightliner Coach ,"As a mobile base of operation, these vehicles contain specialized command, control, and communications equipment to assist with but are not limited to critical incidents and pre or unplanned operations.  ",Category 5,Command Post vehicles (surveillance),Freightliner ,https://freightliner.com/,Freightliner ,,https://limoforsale.com/files/03-2016/ad6799/14573871001775418250_large_sold_en.jpg,,,
ME1081,,,Freightliner M Line Walk-In Van ,Freightliner M Line Walk-In Van ,,Category 5,Command Post vehicles (surveillance),Freightliner ,https://freightliner.com/,Farber Speciality,,https://www.repo.com/assets/photo/hw/Qt04W4HE8hhNaakLhPMahw__h600.jpg,,,
